url,favs_lognorm
https://habrahabr.ru/post/314080/,0.43992316034243983
https://habrahabr.ru/company/plesk/blog/313732/,-1.090603706906033
https://habrahabr.ru/company/etagi/blog/314000/,0.6582165372983929
https://habrahabr.ru/company/knopka/blog/314030/,0.5179504047172857
https://geektimes.ru/company/audiomania/blog/282058/,1.1500772028504347
https://habrahabr.ru/company/pechkin/blog/314066/,0.280636212733105
https://habrahabr.ru/company/first/blog/314106/,0.5371147673355252
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23446922992374342
https://habrahabr.ru/post/314108/,1.670129783852887
https://habrahabr.ru/company/cbs/blog/313830/,0.24131795779677126
https://habrahabr.ru/company/jugru/blog/313908/,0.2235670299969421
https://habrahabr.ru/post/314110/,0.3631323507192551
https://habrahabr.ru/company/pt/blog/314112/,0.02043647835135176
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.0741853370694478
https://habrahabr.ru/post/314114/,0.7927171044591739
https://habrahabr.ru/post/314118/,1.3131404064328205
https://habrahabr.ru/post/314122/,0.5290286149548311
https://geektimes.ru/company/dadget/blog/281786/,0.12402228035527174
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4476427883615434
https://habrahabr.ru/company/it-grad/blog/312042/,-0.1095754236446434
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24704434612581566
https://habrahabr.ru/post/314126/,-0.6514603591708874
https://habrahabr.ru/post/313966/,0.4399167180073119
https://habrahabr.ru/company/piter/blog/314120/,0.45718944644277715
https://geektimes.ru/post/282094/,0.1411171143321017
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3331712914149288
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36960777497236935
https://habrahabr.ru/post/314028/,0.6624529310991828
https://habrahabr.ru/post/314136/,-0.16553061207189163
https://habrahabr.ru/post/313904/,0.2959425594134703
https://habrahabr.ru/post/314140/,0.5791459763467495
https://habrahabr.ru/company/acronis/blog/309688/,-0.006098260102637809
https://geektimes.ru/post/282096/,-0.4156638740796392
https://habrahabr.ru/post/314142/,0.061061165646575544
https://habrahabr.ru/company/ivideon/blog/314138/,0.19501386068145224
https://geektimes.ru/post/282104/,0.3346671099382178
https://geektimes.ru/post/282102/,-0.2941371641928861
https://geektimes.ru/post/282016/,-0.0705188862405875
https://geektimes.ru/company/piter/blog/282106/,0.31988701697190314
