session_id,target
1,0.002219661082774558
2,2.518944618090135e-09
3,6.160191962738601e-09
4,1.3226815571148345e-08
5,2.7290721155932315e-05
6,0.000151179956438417
7,0.0004423775708158795
8,0.00010124545888177223
9,0.0007773787577367746
10,0.1049699026475242
11,2.379853265154278e-05
12,9.552526612968492e-05
13,0.00028670993508875546
14,0.35898503668890236
15,3.471049810659125e-05
16,0.0038312892645960043
17,0.01541679406261829
18,2.8328979541402974e-05
19,0.0007842940939205603
20,1.1894559723573763e-07
21,0.06463891699989723
22,6.363759793196606e-08
23,2.908158995483458e-05
24,0.0003366613607002101
25,0.07078040967269474
26,2.270769970536747e-09
27,0.00053409390354272
28,2.134110821812449e-07
29,0.0141546701795013
30,5.5227335113060163e-05
31,0.014144921102499704
32,0.045230022415731395
33,0.0005507128821830287
34,6.789587007979551e-08
35,0.01434147860042059
36,0.0003322682542396963
37,6.747864705420376e-09
38,8.104971486130024e-09
39,5.5227335113060163e-05
40,2.538812950679102e-05
41,0.0003972790742703279
42,0.0012786304798577583
43,1.6095750381540798e-06
44,1.4027842210430084e-05
45,0.23963366409143166
46,5.286964338665985e-06
47,0.008978253025968294
48,0.0006109614117477415
49,2.4468760988779736e-05
50,7.63754318575352e-06
51,6.46670619466147e-08
52,5.872744286300141e-06
53,0.03734402692506564
54,5.7896327913003706e-05
55,5.084253607015603e-06
56,0.001853722342940697
57,7.746502966887305e-07
58,1.1019870648099796e-05
59,6.986827430516804e-06
60,5.2529843622907984e-06
61,6.030546312023788e-06
62,0.0012781933614085187
63,6.476242270849043e-06
64,2.8501513599903716e-05
65,3.1620973383815283e-06
66,6.474832031124911e-08
67,0.00018030537444407843
68,0.00014303989374543147
69,0.0909464956096294
70,0.00010745597653072822
71,0.00015918009805161967
72,6.986827430516804e-06
73,0.02994391804462465
74,2.518944618090135e-09
75,3.198125055336456e-05
76,0.00032218684745668487
77,0.00013425698579565566
78,0.0014236460816658965
79,5.746970919272996e-06
80,0.00012341597654298784
81,1.7965766773658634e-05
82,2.907848030806469e-05
83,2.454124946229799e-08
84,0.2585040763828108
85,9.34381354858874e-06
86,2.931278964204522e-07
87,0.0010483876015491105
88,0.0006441997601127641
89,0.00023634796076064433
90,0.017486467139011738
91,0.00011242479173816387
92,8.399712116188085e-06
93,0.03333366251228854
94,0.0007733175559602473
95,0.03986427075128782
96,1.6257566292179862e-08
97,8.648030236143477e-05
98,5.276694141094919e-05
99,1.6661718384863453e-05
100,8.744993772008627e-05
101,0.00043545846525316255
102,0.07212303744034039
103,0.0022746389020190873
104,0.0021064299632308687
105,2.4793047671585804e-06
106,0.00024241479436387138
107,0.00027879123932448365
108,1.6761747177598192e-05
109,1.489334493160348e-05
110,5.581317310028794e-05
111,0.00014700282774662423
112,2.1289248536056857e-07
113,0.016244798326365398
114,5.959426426076491e-06
115,0.00011462317204372652
116,0.0008952382566739348
117,0.0012407780587017215
118,0.004115684484434899
119,0.01087250220469596
120,8.115545333363448e-05
121,2.8098594519852295e-05
122,5.5227335113060163e-05
123,0.0002844071572285555
124,1.6456395263944354e-05
125,0.0017788307341265745
126,1.953610659821675e-07
127,5.689574116813061e-09
128,0.0002651742428137784
129,0.002912451258892232
130,0.0010323338835013032
131,0.01338493316171604
132,0.0004423775708158795
133,0.0008424259279359447
134,1.0891089720100062e-06
135,7.207519472421226e-06
136,2.8501513599903716e-05
137,0.0002562211793720611
138,0.0017104316417802879
139,4.4421089085876147e-07
140,0.00047060232657808904
141,1.6026652625963663e-09
142,0.0002153635770919175
143,0.0002751652696715602
144,0.0006575294131420756
145,2.518944618090135e-09
146,0.011051889700303946
147,0.00030723163746440536
148,0.00041227983030401764
149,0.0003237249618642714
150,0.061801651389336444
151,5.084403695585378e-06
152,0.030278337005211913
153,0.0015424469264312581
154,0.0024342956684417806
155,1.4086213024844516e-05
156,3.853489871356122e-05
157,6.0924871339658305e-05
158,2.8501513599903716e-05
159,5.641302171877464e-07
160,5.5227335113060163e-05
161,0.001000740078712938
162,5.597575703543507e-05
163,9.817901923414766e-05
164,0.00101612106359609
165,6.949036969336889e-08
166,1.545229497307403e-05
167,0.00394168285810716
168,0.0003237249618642714
169,0.0002945747332747156
170,0.00020420799147538539
171,0.0006098591180580385
172,0.00012171541459875231
173,5.010134901194175e-05
174,0.00017693282922300158
175,0.1341991885789643
176,0.0005132603730361345
177,0.005454835686728369
178,1.3593359921203374e-07
179,2.1841333445263283e-05
180,7.940416748277121e-05
181,0.000735706259754442
182,0.05314875292470011
183,0.00010627512262912026
184,3.299677873210846e-06
185,0.00020711903069909075
186,1.8236505026664497e-05
187,1.2742750801786996e-06
188,3.6373373596676686e-07
189,0.0008540505995406014
190,1.3185278562203655e-05
191,0.0002507197404534303
192,0.00037182323500925573
193,0.0005414362678675993
194,0.031011998314986775
195,0.00037249146611839466
196,1.8525546083130407e-09
197,0.00019660276192919932
198,0.0011837145220408365
199,0.0046397022187226146
200,4.9903494809215e-06
201,5.286964338665985e-06
202,0.023740869347528344
203,1.9536106598216712e-07
204,0.0019935686320662446
205,0.002097790093523803
206,7.763322359662317e-10
207,2.6596880843814867e-05
208,0.05662305271637692
209,9.56438383881898e-06
210,0.001577732480987091
211,0.0003419279718326504
212,0.009131303682789294
213,2.803786836513768e-05
214,0.018773197722153294
215,0.05643919711111994
216,0.0011512359142727688
217,0.02164365454107626
218,0.0002945747332747156
219,0.004530061211555878
