session_id,target
1,0.0011998967331292025
2,1.5351592075352982e-16
3,3.615260883667485e-11
4,1.0861238624446224e-07
5,2.7166721173283547e-05
6,9.376833062806724e-05
7,0.0008754811838265396
8,0.0005265202436397689
9,0.00033953383072396996
10,0.017829788215584168
11,6.9009117391409605e-06
12,1.984166057736578e-05
13,0.00010361432981523946
14,0.10764688390384765
15,0.00014160846903883562
16,0.000981621177305409
17,0.018181775960852277
18,1.4500293277456702e-05
19,0.0005343388928885989
20,4.555863768353675e-14
21,0.03106725940498716
22,1.9250719145258478e-06
23,3.926785244302258e-05
24,0.017162353466952746
25,0.05413907431915997
26,1.538629130306173e-07
27,0.000429165107733028
28,6.335691447627044e-08
29,0.015779331649124925
30,0.00025135052024829676
31,0.032350459727193207
32,0.009467936779362609
33,0.00030853173226465307
34,1.2267372039222464e-07
35,0.025778897912171292
36,0.00015185797970930813
37,8.903332813793318e-09
38,1.7177545944513817e-14
39,3.0421699323017635e-05
40,6.946662785504846e-06
41,0.0004901081190825513
42,0.005357299304991435
43,8.442291410162499e-06
44,9.271364769909858e-06
45,0.4321270895736179
46,4.123040128518388e-06
47,0.0006826243148477763
48,6.976692630289357e-05
49,3.6667107651477244e-05
50,5.961443251353972e-06
51,1.6813911782355704e-09
52,1.0949017285576475e-05
53,0.013801033169206335
54,8.755672284560984e-05
55,0.000153190769527412
56,0.017759926769672515
57,2.608172332762368e-07
58,1.383426605293199e-05
59,5.329205717459792e-09
60,2.1772413201702864e-07
61,4.380469890201078e-06
62,0.00028710599795746505
63,5.626904018619965e-06
64,0.00028334331312169657
65,4.5950146061869316e-10
66,7.767606770652296e-14
67,0.0001537570331943877
68,0.0005981737555448098
69,0.03784905568641178
70,3.5114968079284836e-05
71,0.0003179392965010967
72,2.155410897053479e-08
73,0.28333679336552964
74,6.275017511299014e-16
75,9.396350211726924e-05
76,0.0010093286051207802
77,0.0004682614047567286
78,0.002308091352312717
79,1.1603262582271845e-05
80,2.64601921355917e-05
81,4.292191445933237e-06
82,0.0002217133195782343
83,1.3910178126533487e-07
84,0.3391493472006008
85,4.899193106116046e-06
86,2.512662606923348e-12
87,0.0027513464737942152
88,0.0006675378210699013
89,0.0004535139870030406
90,0.032964017845526744
91,4.240002855106329e-05
92,2.7384166906812378e-06
93,0.037342171343765586
94,0.0004150975971243417
95,0.11005882862148661
96,6.127350079844068e-15
97,0.00046111632301500756
98,1.2334714151643469e-05
99,1.4746336553167004e-05
100,1.7349589528927024e-05
101,6.781849864054687e-05
102,0.14387367992428426
103,0.0006236565524535396
104,0.0007764341373638866
105,8.621470140728378e-06
106,0.00010641444077378581
107,0.016603252270361135
108,5.211565310293477e-06
109,3.881438162047389e-06
110,2.242668498620833e-06
111,8.915727894666874e-05
112,5.3377191090052255e-08
113,0.0027917922456149775
114,1.3116639202126756e-06
115,9.960850167981021e-05
116,8.020950771250183e-05
117,0.0002705700346662345
118,0.002069939298976799
119,0.0016838689052186741
120,0.00015621569445995248
121,1.000447883013072e-05
122,2.1395478792403664e-05
123,0.00020276458087347483
124,8.179017152189922e-06
125,0.0025815541747552986
126,5.878046403955381e-13
127,1.0824668823529162e-08
128,5.783354951775545e-05
129,0.002317676583756417
130,0.0025084939727309527
131,0.0007779620667825667
132,0.0011556675513706475
133,0.0019192649221490277
134,2.621118023194418e-06
135,1.8183722472543526e-06
136,0.0008141013524237631
137,9.710082413687809e-05
138,0.0021739042162118435
139,1.6176071690053156e-11
140,0.00016710798576746462
141,2.9741610699167464e-15
142,3.141750637111233e-05
143,0.00033057560632719353
144,0.0015265242058272958
145,1.0349332605340254e-16
146,0.0033892160760968255
147,8.837870032444755e-05
148,0.0018504560513525057
149,0.0007322222731579315
150,0.015105314366129791
151,1.4367178745878599e-07
152,0.011709526305102167
153,0.00015405486931276472
154,0.00028885304405543757
155,1.6309150258012683e-05
156,1.6685082896649537e-05
157,2.0817381606662327e-05
158,0.0016445539737746744
159,9.475408155578685e-13
160,1.5047327958657258e-05
161,0.004531197425867566
162,2.101560104252303e-05
163,2.46508798668936e-05
164,0.002023464040830264
165,2.1110421040504271e-07
166,7.816998558725156e-06
167,0.013502112446886802
168,0.0007322222731579315
169,0.0005149564336421185
170,8.751545918410478e-05
171,0.0010201761312853318
172,9.91861015602708e-05
173,3.6992136451684215e-05
174,0.0001984343482570737
175,0.22114394162501777
176,0.0022707587873711022
177,0.008601142147176631
178,2.7699802583903892e-08
179,1.337575077136745e-05
180,0.0002851524475330003
